#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260905    03:46:38       0     71     27     34      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:46:38       1     98     25     34      0      0      0      0      0      0   2619   1590      4      4      0 
 20260905    03:46:43       0     71     27     34      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:46:43       1     98     25     33      0      0      0      0      0      0   2619   1590      4      4      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260905    03:46:48       0     71     27     34      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:46:48       1     98     25     33      0      0      0      0      0      0   2619   1590      4      4      0 
 20260905    03:46:53       0     71     27     34      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:46:53       1     98     25     34      0      0      0      0      0      0   2619   1590      4      4      0 
 20260905    03:46:58       0     71     27     34      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:46:58       1     97     25     33      6      0      0      0      0      0   2619   1590   8551   8552      0 
 20260905    03:47:03       0     71     27     33      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:47:03       1     96     25     34      0      0      0      0      0      0   2619   1590   8697   8698      0 
 20260905    03:47:08       0     71     27     34      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:47:08       1    151     26     36     43     14      0      0      0      0   2619   1590  11441  11442      0 
 20260905    03:47:13       0     71     27     33      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:47:13       1    158     26     36     35     12      0      0      0      0   2619   1590  11447  11448      0 
 20260905    03:47:18       0    118     28     34      0      0      0      0      0      0   2619   1980   8649   8650      0 
 20260905    03:47:18       1    147     27     36     42     14      0      0      0      0   2619   1590  11453  11454      0 
 20260905    03:47:23       0    118     29     34      0      0      0      0      0      0   2619   1980   9271   9272      0 
 20260905    03:47:23       1    159     27     36     34     11      0      0      0      0   2619   1590  11457  11458      0 
 20260905    03:47:28       0    119     28     34      0      0      0      0      0      0   2619    645      0      1      0 
