set,position,x,y,cos
neutral,2,B@50,B@125,0.7778447866439819
neutral,2,B@50,N1_halves,-0.03750680759549141
neutral,2,A@75,B@75,-0.11220242828130722
neutral,2,A@75,A@100,0.9703320860862732
neutral,2,A@75,B@100,-0.11278131604194641
neutral,2,A@75,A@125,0.9581754803657532
neutral,2,A@75,B@125,-0.14155767858028412
neutral,2,A@75,N1_halves,-0.039336197078228
neutral,2,B@75,A@100,-0.1187831461429596
neutral,2,B@75,B@100,0.9006860256195068
neutral,2,B@75,A@125,-0.10289736092090607
neutral,2,B@75,B@125,0.8811426162719727
neutral,2,B@75,N1_halves,-0.04560444504022598
neutral,2,A@100,B@100,-0.11868699640035629
neutral,2,A@100,A@125,0.9746019244194031
neutral,2,A@100,B@125,-0.1539318561553955
neutral,2,A@100,N1_halves,-0.031053371727466583
neutral,2,B@100,A@125,-0.09417910873889923
neutral,2,B@100,B@125,0.9221593737602234
neutral,2,B@100,N1_halves,-0.03861293941736221
neutral,2,A@125,B@125,-0.12961675226688385
neutral,2,A@125,N1_halves,-0.04842454195022583
neutral,2,B@125,N1_halves,-0.039491478353738785
neutral,3,D,D_math,0.04337848350405693
neutral,3,D,D_math_full,0.15823914110660553
neutral,3,D,N3,-0.04180755466222763
neutral,3,D,A,0.1405007690191269
neutral,3,D,B,-0.03940218687057495
neutral,3,D,A_early@30,0.0900736153125763
neutral,3,D,A_early@2,0.0016767563065513968
neutral,3,D,A@25,0.03138775750994682
neutral,3,D,B@25,-0.04642495885491371
neutral,3,D,A@50,0.10437438637018204
neutral,3,D,B@50,-0.008197491988539696
neutral,3,D,A@75,0.14196620881557465
neutral,3,D,B@75,-0.008608006872236729
neutral,3,D,A@100,0.1487722396850586
neutral,3,D,B@100,-0.03963246941566467
neutral,3,D,A@125,0.13988283276557922
neutral,3,D,B@125,-0.041491322219371796
neutral,3,D,N1_halves,-0.0033716061152517796
neutral,3,D_math,D_math_full,0.6214057803153992
neutral,3,D_math,N3,0.03711966425180435
neutral,3,D_math,A,0.13744600117206573
neutral,3,D_math,B,-0.06871770322322845
neutral,3,D_math,A_early@30,0.20622941851615906
neutral,3,D_math,A_early@2,0.03561035171151161
neutral,3,D_math,A@25,0.13551673293113708
neutral,3,D_math,B@25,-0.016737598925828934
neutral,3,D_math,A@50,0.11908639967441559
neutral,3,D_math,B@50,0.0030021953862160444
neutral,3,D_math,A@75,0.13172370195388794
neutral,3,D_math,B@75,-0.040734998881816864
neutral,3,D_math,A@100,0.1288853883743286
neutral,3,D_math,B@100,-0.06686603277921677
neutral,3,D_math,A@125,0.13889048993587494
neutral,3,D_math,B@125,-0.07808108627796173
neutral,3,D_math,N1_halves,-0.0328141488134861
neutral,3,D_math_full,N3,0.05911529064178467
neutral,3,D_math_full,A,0.26018980145454407
neutral,3,D_math_full,B,-0.09559715539216995
neutral,3,D_math_full,A_early@30,0.27375203371047974
neutral,3,D_math_full,A_early@2,0.1358170211315155
neutral,3,D_math_full,A@25,0.2592450976371765
neutral,3,D_math_full,B@25,-0.05012795329093933
neutral,3,D_math_full,A@50,0.24089133739471436
neutral,3,D_math_full,B@50,-0.0022515435703098774
neutral,3,D_math_full,A@75,0.2483937293291092
neutral,3,D_math_full,B@75,-0.05113957077264786
neutral,3,D_math_full,A@100,0.2543965280056
neutral,3,D_math_full,B@100,-0.0770789161324501
neutral,3,D_math_full,A@125,0.26547980308532715
neutral,3,D_math_full,B@125,-0.10371417552232742
neutral,3,D_math_full,N1_halves,-0.10505092889070511
neutral,3,N3,A,0.009668707847595215
neutral,3,N3,B,0.03248068690299988
neutral,3,N3,A_early@30,-0.027399474754929543
neutral,3,N3,A_early@2,0.1815657615661621
neutral,3,N3,A@25,0.029356645420193672
neutral,3,N3,B@25,-0.00992861483246088
neutral,3,N3,A@50,0.021800478920340538
neutral,3,N3,B@50,-0.007730341516435146
neutral,3,N3,A@75,0.014256889931857586
neutral,3,N3,B@75,0.032022904604673386
neutral,3,N3,A@100,0.01004843320697546
neutral,3,N3,B@100,0.03359479457139969
neutral,3,N3,A@125,0.014929165132343769
neutral,3,N3,B@125,0.027802053838968277
neutral,3,N3,N1_halves,-0.052957382053136826
neutral,3,A,B,-0.16945739090442657
neutral,3,A,A_early@30,0.40558743476867676
neutral,3,A,A_early@2,0.17395539581775665
neutral,3,A,A@25,0.8469210267066956
neutral,3,A,B@25,-0.10174756497144699
neutral,3,A,A@50,0.9358009099960327
neutral,3,A,B@50,-0.07951711118221283
neutral,3,A,A@75,0.9745877385139465
neutral,3,A,B@75,-0.12139230221509933
neutral,3,A,A@100,0.9928459525108337
neutral,3,A,B@100,-0.14793002605438232
neutral,3,A,A@125,0.997921347618103
neutral,3,A,B@125,-0.16808731853961945
neutral,3,A,N1_halves,-0.051123421639204025
neutral,3,B,A_early@30,-0.07060710340738297
neutral,3,B,A_early@2,0.010201023891568184
