set,position,x,y,cos,norm_x,norm_y
math,0,C_masked_s1,C_s0,0.6483988994637649,0.6494174604915238,6.496273726488657
math,0,C_masked_s1,C_s1,0.6459366718511689,0.6494174604915238,5.558923938509837
math,0,C_masked_s1,C_masked_s0,0.6461669018800674,0.6494174604915238,0.5146047048597135
math,0,C_masked_s1,A_s0,0.6054628999748538,0.6494174604915238,0.22975468078326042
math,0,C_masked_s1,A_s1,0.6064001050992379,0.6494174604915238,0.22808024502992333
math,0,C_masked_s1,D_math,-0.32594850421514077,0.6494174604915238,0.8686938516246565
math,0,C_masked_s1,D_math_full,-0.1596131382119078,0.6494174604915238,2.1791709149876697
math,0,C_masked_s1,D,0.5756296285681883,0.6494174604915238,6.844078401921421
math,0,C_masked_s1,B,-0.038483599904383964,0.6494174604915238,0.1419404382224399
math,1,C_masked_s1,C_s0,0.2783626950480535,0.5619310452343094,5.379701363368303
math,1,C_masked_s1,C_s1,0.25715572685657456,0.5619310452343094,5.203847195830996
math,1,C_masked_s1,C_masked_s0,0.6464316911634604,0.5619310452343094,0.6445410835023384
math,1,C_masked_s1,A_s0,0.5806771334162042,0.5619310452343094,0.4828140067690722
math,1,C_masked_s1,A_s1,0.5027599797644251,0.5619310452343094,0.3430438113394497
math,1,C_masked_s1,D_math,0.22691115488540545,0.5619310452343094,5.107465996959456
math,1,C_masked_s1,D_math_full,0.1389605969981534,0.5619310452343094,10.052595393547017
math,1,C_masked_s1,D,-0.045391185630095136,0.5619310452343094,4.136653983550375
math,1,C_masked_s1,B,0.21217106992166535,0.5619310452343094,0.22897706139741816
math,2,C_masked_s1,C_s0,0.5328886378782068,0.5460763273234359,5.251120429855811
math,2,C_masked_s1,C_s1,0.5226832519468477,0.5460763273234359,5.141363682647981
math,2,C_masked_s1,C_masked_s0,0.8608103336620204,0.5460763273234359,0.6513303447827608
math,2,C_masked_s1,A_s0,0.7137326040123418,0.5460763273234359,0.512406669064173
math,2,C_masked_s1,A_s1,0.6854204162273434,0.5460763273234359,0.37944009244229054
math,2,C_masked_s1,D_math,0.3708885122376757,0.5460763273234359,3.3468446895210677
math,2,C_masked_s1,D_math_full,0.34069849094111204,0.5460763273234359,6.394016025031182
math,2,C_masked_s1,D,0.03044469003869326,0.5460763273234359,3.8851058279740336
math,2,C_masked_s1,B,0.12728623229938993,0.5460763273234359,0.1567089740629211
math,3,C_masked_s1,C_s0,0.6129135752097539,0.48554218522446696,4.167403408418502
math,3,C_masked_s1,C_s1,0.6139631412563725,0.48554218522446696,4.075476134653207
math,3,C_masked_s1,C_masked_s0,0.8691059340535254,0.48554218522446696,0.5495257345964237
math,3,C_masked_s1,A_s0,0.7846012030356064,0.48554218522446696,0.49766891050147566
math,3,C_masked_s1,A_s1,0.7471501342764063,0.48554218522446696,0.3533788639678889
math,3,C_masked_s1,D_math,0.5137755540393155,0.48554218522446696,2.1351638655181633
math,3,C_masked_s1,D_math_full,0.4994448439030913,0.48554218522446696,3.9821943862142013
math,3,C_masked_s1,D,0.044514324659477154,0.48554218522446696,2.990413157635026
math,3,C_masked_s1,B,0.030052937304898133,0.48554218522446696,0.13999397949987286
math,4,C_masked_s1,C_s0,0.6295725207684962,0.4078900327387559,3.4788300892325283
math,4,C_masked_s1,C_s1,0.6306227853164054,0.4078900327387559,3.429563451486007
math,4,C_masked_s1,C_masked_s0,0.8637798046917792,0.4078900327387559,0.46101862600781324
math,4,C_masked_s1,A_s0,0.8199134777086549,0.4078900327387559,0.4231873895592714
math,4,C_masked_s1,A_s1,0.752783678417663,0.4078900327387559,0.3198058609606682
math,4,C_masked_s1,D_math,0.46726573507018293,0.4078900327387559,1.3813243976053144
math,4,C_masked_s1,D_math_full,0.5417574295643659,0.4078900327387559,2.6998630950743667
math,4,C_masked_s1,D,-0.044292600421015016,0.4078900327387559,2.421291492305811
math,4,C_masked_s1,B,0.02714869286849779,0.4078900327387559,0.12796074132236396
